CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount
47,"Gel Polishes",357,"attitude",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",358,"beach babe",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",358,"beach babe",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",359,"boot scootin berry",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",359,"boot scootin berry",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",360,"bronze beauty",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",360,"bronze beauty",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",361,"cha cha cherry",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",361,"cha cha cherry",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",362,"cotton candy",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",362,"cotton candy",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",363,"courage",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",363,"courage",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",364,"cranberry ice",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",364,"cranberry ice",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",365,"a date at 8",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",365,"a date at 8",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",366,"down & dirty",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",366,"down & dirty",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",367,"fliratious",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",367,"fliratious",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",368,"friday at 4",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",368,"friday at 4",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",369,"frost",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",369,"frost",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",370,"girly girl",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",370,"girly girl",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",371,"gossip",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",371,"gossip",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",372,"havana soul",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",372,"havana soul",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",373,"have a heart",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",373,"have a heart",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",374,"high falutin",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",374,"high falutin",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",375,"hoity toity",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",375,"hoity toity",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",376,"hot flash",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",376,"hot flash",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",377,"hot pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",377,"hot pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",378,"white art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",378,"white art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",379,"blue art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",379,"blue art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",380,"green art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",380,"green art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",381,"yellow art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",381,"yellow art",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",382,"white acrylart",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",382,"white acrylart",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",383,"white paint",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",383,"white paint",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",384,"white 3D gel",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",384,"white 3D gel",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",385,"i adobe you",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",385,"i adobe you",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",386,"island girl",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",386,"island girl",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",387,"jitter bug",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",387,"jitter bug",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",388,"shear paradise",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",388,"shear paradise",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",389,"shear elegance",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",389,"shear elegance",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",390,"sand by your man",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",390,"sand by your man",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",391,"romeo & juliet",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",391,"romeo & juliet",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",392,"raspberry truffle",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",392,"raspberry truffle",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",393,"prissy pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",393,"prissy pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",394,"pink panties",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",394,"pink panties",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",395,"pink champagne",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",395,"pink champagne",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",396,"park ave pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",396,"park ave pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",397,"nutty nutmeg",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",397,"nutty nutmeg",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",398,"nasty norah",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",398,"nasty norah",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",4,"mambo mauve",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",4,"mambo mauve",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",5,"made in maui",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",5,"made in maui",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",6,"lucsious lou",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",6,"lucsious lou",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",7,"koral kiss",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",7,"koral kiss",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",8,"shagadelic",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",8,"shagadelic",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",9,"skinny dipping",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
47,"Gel Polishes",9,"skinny dipping",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",65,"Nail Polish and Enamel",656,"13463-67-7",54,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
48,"French Tip",,"",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",55,"Titanium dioxide","08/25/2009","08/25/2009","","08/25/2009","08/25/2009","",1
49,"Natural Tip",,"",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",56,"Titanium dioxide","08/25/2009","08/25/2009","","08/25/2009","08/25/2009","",1
50,"Perfect White",,"",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",57,"Titanium dioxide","08/25/2009","08/25/2009","","08/25/2009","08/25/2009","",1
51,"Swedish White",,"",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",58,"Titanium dioxide","08/25/2009","08/25/2009","","08/25/2009","08/25/2009","",1
52,"Pink",,"",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",59,"Titanium dioxide","08/25/2009","08/25/2009","","08/25/2009","08/25/2009","",1
53,"Builder",26,"Pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",60,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
53,"Builder",27,"Baby Pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",60,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
53,"Builder",28,"Soft Pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",60,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
54,"Extreme",29,"Baby Pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",61,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
54,"Extreme",30,"Soft Pink",46,"McConnell Labs, Inc.","Light Elegance",59,"Nail Products",60,"Artificial Nails and Related Products",656,"13463-67-7",61,"Titanium dioxide","08/25/2009","12/30/2010","","08/25/2009","08/25/2009","",1
56,"Spicy Pear Cobbler Lip Shine",31,"Timiron Symwhite 40",841,"Philosophy","Philosophy",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",63,"Titanium dioxide","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",1
56,"Spicy Pear Cobbler Lip Shine",32,"Ronastar Green Sparks",841,"Philosophy","Philosophy",44,"Makeup Products (non-permanent)",52,"Lip Gloss/Shine",656,"13463-67-7",63,"Titanium dioxide","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",1
57,"Colorstay 12 Hour Eye Shadow Quad- peach 98",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",64,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
58,"Colorstay 12 Hour Eye Shadow Quad- copper 97",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",65,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
59,"Colorstay 12 Hour Eye Shadow Quad- bronze 96",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",66,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
60,"Colorstay 12 Hour Eye Shadow Quad- Coffee bean-iced mocha 95",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",67,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
61,"Colorstay 12 Hour Eye Shadow Quad- dark brown 97",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",68,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
62,"Colorstay 12 Hour Eye Shadow Quad- midtone brown 98",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",69,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
